Subject	Gender	Hand Posture	Trial	Interval	CorrectResponse	Given Response	Accuracy	RT	Image
317	female	Up	35	650	k	k	1	400	Ring Finger
317	female	Up	36	1100	b	b	1	462	Thumb
317	female	Up	37	650	k	k	1	387	Ring Finger
317	female	Up	38	1100	h	h	1	414	Index
317	female	Up	39	950	b	b	1	440	Thumb
317	female	Up	40	1100	l	l	1	470	Little Finger
317	female	Up	41	800	h	h	1	467	Index
317	female	Up	42	950	k	k	1	536	Ring Finger
317	female	Up	43	950	j	j	1	443	Middle Finger
317	female	Up	44	650	b	b	1	622	Thumb
317	female	Up	45	1100	k	k	1	622	Ring Finger
317	female	Up	46	800	b	b	1	547	Thumb
317	female	Up	47	800	k	k	1	507	Ring Finger
317	female	Up	48	500	h	h	1	462	Index
317	female	Up	49	950	j	j	1	384	Middle Finger
317	female	Up	50	650	b	b	1	478	Thumb
318	male	Down	1	950	k	k	1	465	Ring Finger
318	male	Down	2	800	h	h	1	364	Index
318	male	Down	3	500	k	j	0	377	Ring Finger
318	male	Down	4	1100	l	l	1	297	Little Finger
318	male	Down	5	950	b	b	1	308	Thumb
318	male	Down	6	500	h	h	1	302	Index
318	male	Down	7	650	b	b	1	436	Thumb
318	male	Down	8	1100	h	h	1	446	Index
318	male	Down	9	1100	j	j	1	364	Middle Finger
318	male	Down	10	500	b	b	1	449	Thumb
318	male	Down	11	800	l	k	0	372	Little Finger
318	male	Down	12	650	k	k	1	382	Ring Finger
318	male	Down	13	950	l	l	1	409	Little Finger
318	male	Down	14	1100	b	b	1	423	Thumb
318	male	Down	15	650	k	k	1	388	Ring Finger
318	male	Down	16	950	h	h	1	297	Index
318	male	Down	17	650	j	j	1	279	Middle Finger
318	male	Down	18	650	l	l	1	487	Little Finger
318	male	Down	19	650	j	j	1	417	Middle Finger
318	male	Down	20	800	h	h	1	284	Index
318	male	Down	21	650	l	l	1	383	Little Finger
318	male	Down	22	500	j	j	1	383	Middle Finger
318	male	Down	23	950	h	h	1	385	Index
318	male	Down	24	1100	l	l	1	425	Little Finger
318	male	Down	25	800	j	j	1	348	Middle Finger
318	male	Down	26	1100	b	b	1	375	Thumb
318	male	Down	27	800	k	k	1	380	Ring Finger
318	male	Down	28	800	j	j	1	359	Middle Finger
318	male	Down	29	1100	h	h	1	345	Index
318	male	Down	30	500	j	j	1	449	Middle Finger
318	male	Down	31	950	k	k	1	353	Ring Finger
318	male	Down	32	500	h	h	1	412	Index
318	male	Down	33	500	l	l	1	313	Little Finger
318	male	Down	34	1100	k	k	1	380	Ring Finger
318	male	Down	35	650	b	b	1	401	Thumb
318	male	Down	36	950	j	j	1	241	Middle Finger
318	male	Down	37	500	b	b	1	407	Thumb
318	male	Down	38	1100	k	k	1	460	Ring Finger
318	male	Down	39	1100	j	j	1	308	Middle Finger
318	male	Down	40	950	l	l	1	433	Little Finger
318	male	Down	41	950	b	b	1	383	Thumb
318	male	Down	42	500	k	k	1	463	Ring Finger
318	male	Down	43	800	l	l	1	412	Little Finger
318	male	Down	44	650	h	h	1	383	Index
318	male	Down	45	800	b	b	1	388	Thumb
318	male	Down	46	500	l	l	1	447	Little Finger
318	male	Down	47	650	h	h	1	361	Index
318	male	Down	48	950	j	j	1	409	Middle Finger
318	male	Down	49	800	k	k	1	324	Ring Finger
318	male	Down	50	800	b	b	1	399	Thumb
318	male	Up	1	800	k	k	1	498	Ring Finger
318	male	Up	2	650	h	h	1	359	Index
318	male	Up	3	500	l	l	1	370	Little Finger
318	male	Up	4	800	b	b	1	330	Thumb
318	male	Up	5	800	l	l	1	434	Little Finger
318	male	Up	6	500	k	k	1	500	Ring Finger
318	male	Up	7	950	l	l	1	399	Little Finger
318	male	Up	8	1100	j	j	1	386	Middle Finger
318	male	Up	9	1100	k	k	1	394	Ring Finger
318	male	Up	10	500	b	b	1	413	Thumb
318	male	Up	11	500	l	l	1	426	Little Finger
318	male	Up	12	650	h	h	1	351	Index
318	male	Up	13	800	l	l	1	533	Little Finger
318	male	Up	14	500	k	k	1	290	Ring Finger
318	male	Up	15	950	b	b	1	346	Thumb
318	male	Up	16	950	l	l	1	453	Little Finger
318	male	Up	17	1100	j	j	1	425	Middle Finger
318	male	Up	18	500	b	b	1	417	Thumb
318	male	Up	19	500	h	h	1	497	Index
318	male	Up	20	950	k	j	0	428	Ring Finger
318	male	Up	21	500	j	j	1	382	Middle Finger
318	male	Up	22	1100	h	h	1	398	Index
318	male	Up	23	800	j	j	1	460	Middle Finger
318	male	Up	24	1100	b	b	1	428	Thumb
318	male	Up	25	800	j	j	1	425	Middle Finger
318	male	Up	26	1100	l	l	1	369	Little Finger
318	male	Up	27	950	h	h	1	857	Index
318	male	Up	28	500	j	j	1	537	Middle Finger
318	male	Up	29	650	l	l	1	414	Little Finger
318	male	Up	30	800	h	h	1	401	Index
318	male	Up	31	650	j	j	1	380	Middle Finger
318	male	Up	32	650	l	l	1	425	Little Finger
318	male	Up	33	650	j	j	1	342	Middle Finger
318	male	Up	34	950	h	h	1	393	Index
318	male	Up	35	650	k	k	1	417	Ring Finger
318	male	Up	36	1100	b	b	1	433	Thumb
318	male	Up	37	650	k	k	1	497	Ring Finger
318	male	Up	38	1100	h	h	1	377	Index
318	male	Up	39	950	b	b	1	428	Thumb
318	male	Up	40	1100	l	l	1	318	Little Finger
318	male	Up	41	800	h	h	1	396	Index
318	male	Up	42	950	k	k	1	329	Ring Finger
318	male	Up	43	950	j	j	1	385	Middle Finger
318	male	Up	44	650	b	b	1	374	Thumb
318	male	Up	45	1100	k	k	1	550	Ring Finger
318	male	Up	46	800	b	b	1	420	Thumb
318	male	Up	47	800	k	k	1	385	Ring Finger
318	male	Up	48	500	h	h	1	417	Index
318	male	Up	49	950	j	j	1	332	Middle Finger
318	male	Up	50	650	b	b	1	422	Thumb
320	female	Down	1	950	k	k	1	440	Ring Finger
320	female	Down	2	800	h	h	1	392	Index
320	female	Down	3	500	k	k	1	375	Ring Finger
320	female	Down	4	1100	l	l	1	422	Little Finger
320	female	Down	5	950	b	b	1	393	Thumb
320	female	Down	6	500	h	h	1	343	Index
320	female	Down	7	650	b	b	1	410	Thumb
320	female	Down	8	1100	h	h	1	383	Index
320	female	Down	9	1100	j	j	1	510	Middle Finger
320	female	Down	10	500	b	b	1	375	Thumb
320	female	Down	11	800	l	l	1	379	Little Finger
320	female	Down	12	650	k	k	1	363	Ring Finger
320	female	Down	13	950	l	l	1	433	Little Finger
320	female	Down	14	1100	b	b	1	318	Thumb
320	female	Down	15	650	k	k	1	441	Ring Finger
320	female	Down	16	950	h	h	1	363	Index
320	female	Down	17	650	j	j	1	381	Middle Finger
320	female	Down	18	650	l	l	1	358	Little Finger
320	female	Down	19	650	j	j	1	376	Middle Finger
320	female	Down	20	800	h	h	1	347	Index
320	female	Down	21	650	l	l	1	365	Little Finger
320	female	Down	22	500	j	j	1	349	Middle Finger
320	female	Down	23	950	h	h	1	332	Index
320	female	Down	24	1100	l	l	1	388	Little Finger
320	female	Down	25	800	j	j	1	358	Middle Finger
320	female	Down	26	1100	b	b	1	390	Thumb
320	female	Down	27	800	k	k	1	464	Ring Finger
320	female	Down	28	800	j	j	1	312	Middle Finger
320	female	Down	29	1100	h	h	1	305	Index
320	female	Down	30	500	j	j	1	347	Middle Finger
320	female	Down	31	950	k	k	1	625	Ring Finger
320	female	Down	32	500	h	h	1	365	Index
320	female	Down	33	500	l	l	1	437	Little Finger
320	female	Down	34	1100	k	k	1	401	Ring Finger
320	female	Down	35	650	b	b	1	425	Thumb
320	female	Down	36	950	j	j	1	348	Middle Finger
320	female	Down	37	500	b	b	1	420	Thumb
320	female	Down	38	1100	k	k	1	393	Ring Finger
320	female	Down	39	1100	j	j	1	375	Middle Finger
320	female	Down	40	950	l	l	1	420	Little Finger
320	female	Down	41	950	b	b	1	383	Thumb
320	female	Down	42	500	k	k	1	422	Ring Finger
320	female	Down	43	800	l	l	1	423	Little Finger
320	female	Down	44	650	h	h	1	430	Index
320	female	Down	45	800	b	b	1	383	Thumb
320	female	Down	46	500	l	l	1	398	Little Finger
320	female	Down	47	650	h	h	1	302	Index
320	female	Down	48	950	j	j	1	326	Middle Finger
320	female	Down	49	800	k	k	1	355	Ring Finger
320	female	Down	50	800	b	b	1	383	Thumb
320	female	Up	1	800	k	k	1	420	Ring Finger
320	female	Up	2	650	h	h	1	353	Index
320	female	Up	3	500	l	l	1	388	Little Finger
320	female	Up	4	800	b	b	1	508	Thumb
320	female	Up	5	800	l	l	1	404	Little Finger
320	female	Up	6	500	k	k	1	665	Ring Finger
320	female	Up	7	950	l	l	1	460	Little Finger
320	female	Up	8	1100	j	j	1	436	Middle Finger
320	female	Up	9	1100	k	k	1	479	Ring Finger
320	female	Up	10	500	b	b	1	441	Thumb
320	female	Up	11	500	l	l	1	399	Little Finger
320	female	Up	12	650	h	h	1	447	Index
320	female	Up	13	800	l	l	1	431	Little Finger
320	female	Up	14	500	k	k	1	489	Ring Finger
320	female	Up	15	950	b	b	1	425	Thumb
320	female	Up	16	950	l	l	1	388	Little Finger
320	female	Up	17	1100	j	j	1	415	Middle Finger
320	female	Up	18	500	b	b	1	407	Thumb
320	female	Up	19	500	h	h	1	404	Index
320	female	Up	20	950	k	k	1	724	Ring Finger
320	female	Up	21	500	j	j	1	393	Middle Finger
320	female	Up	22	1100	h	h	1	444	Index
320	female	Up	23	800	j	j	1	412	Middle Finger
320	female	Up	24	1100	b	b	1	417	Thumb
320	female	Up	25	800	j	j	1	444	Middle Finger
320	female	Up	26	1100	l	l	1	385	Little Finger
320	female	Up	27	950	h	h	1	364	Index
320	female	Up	28	500	j	j	1	353	Middle Finger
320	female	Up	29	650	l	l	1	376	Little Finger
320	female	Up	30	800	h	h	1	411	Index
320	female	Up	31	650	j	j	1	502	Middle Finger
320	female	Up	32	650	l	l	1	387	Little Finger
320	female	Up	33	650	j	j	1	427	Middle Finger
320	female	Up	34	950	h	h	1	440	Index
320	female	Up	35	650	k	k	1	523	Ring Finger
320	female	Up	36	1100	b	b	1	448	Thumb
320	female	Up	37	650	k	k	1	475	Ring Finger
320	female	Up	38	1100	h	h	1	438	Index
320	female	Up	39	950	b	b	1	451	Thumb
320	female	Up	40	1100	l	l	1	576	Little Finger
320	female	Up	41	800	h	h	1	390	Index
320	female	Up	42	950	k	k	1	411	Ring Finger
320	female	Up	43	950	j	j	1	467	Middle Finger
320	female	Up	44	650	b	b	1	435	Thumb
320	female	Up	45	1100	k	k	1	422	Ring Finger
320	female	Up	46	800	b	b	1	499	Thumb
320	female	Up	47	800	k	j	0	446	Ring Finger
320	female	Up	48	500	h	h	1	451	Index
320	female	Up	49	950	j	j	1	427	Middle Finger
320	female	Up	50	650	b	b	1	451	Thumb
321	female	Down	1	950	k	k	1	570	Ring Finger
321	female	Down	2	800	h	h	1	404	Index
321	female	Down	3	500	k	k	1	426	Ring Finger
321	female	Down	4	1100	l	l	1	407	Little Finger
321	female	Down	5	950	b	b	1	401	Thumb
321	female	Down	6	500	h	h	1	399	Index
321	female	Down	7	650	b	b	1	369	Thumb
321	female	Down	8	1100	h	h	1	462	Index
321	female	Down	9	1100	j	j	1	450	Middle Finger
321	female	Down	10	500	b	b	1	438	Thumb
321	female	Down	11	800	l	l	1	342	Little Finger
321	female	Down	12	650	k	k	1	457	Ring Finger
321	female	Down	13	950	l	l	1	418	Little Finger
321	female	Down	14	1100	b	b	1	359	Thumb
321	female	Down	15	650	k	k	1	417	Ring Finger
321	female	Down	16	950	h	h	1	476	Index
321	female	Down	17	650	j	j	1	321	Middle Finger
321	female	Down	18	650	l	l	1	404	Little Finger
321	female	Down	19	650	j	j	1	412	Middle Finger
321	female	Down	20	800	h	h	1	302	Index
321	female	Down	21	650	l	l	1	457	Little Finger
321	female	Down	22	500	j	j	1	461	Middle Finger
321	female	Down	23	950	h	h	1	383	Index
321	female	Down	24	1100	l	l	1	437	Little Finger
321	female	Down	25	800	j	j	1	390	Middle Finger
321	female	Down	26	1100	b	b	1	420	Thumb
321	female	Down	27	800	k	k	1	453	Ring Finger
321	female	Down	28	800	j	j	1	332	Middle Finger
321	female	Down	29	1100	h	h	1	357	Index
321	female	Down	30	500	j	j	1	373	Middle Finger
321	female	Down	31	950	k	k	1	346	Ring Finger
321	female	Down	32	500	h	h	1	354	Index
321	female	Down	33	500	l	l	1	426	Little Finger
321	female	Down	34	1100	k	k	1	399	Ring Finger
321	female	Down	35	650	b	b	1	383	Thumb
321	female	Down	36	950	j	j	1	308	Middle Finger
321	female	Down	37	500	b	b	1	438	Thumb
321	female	Down	38	1100	k	k	1	322	Ring Finger
321	female	Down	39	1100	j	j	1	395	Middle Finger
321	female	Down	40	950	l	l	1	399	Little Finger
321	female	Down	41	950	b	b	1	371	Thumb
321	female	Down	42	500	k	k	1	410	Ring Finger
321	female	Down	43	800	l	l	1	412	Little Finger
321	female	Down	44	650	h	h	1	412	Index
321	female	Down	45	800	b	b	1	365	Thumb
321	female	Down	46	500	l	l	1	437	Little Finger
321	female	Down	47	650	h	h	1	372	Index
321	female	Down	48	950	j	j	1	392	Middle Finger
321	female	Down	49	800	k	k	1	587	Ring Finger
321	female	Down	50	800	b	b	1	397	Thumb
321	female	Up	1	800	k	k	1	501	Ring Finger
321	female	Up	2	650	h	h	1	384	Index
321	female	Up	3	500	l	l	1	431	Little Finger
321	female	Up	4	800	b	b	1	345	Thumb
321	female	Up	5	800	l	l	1	621	Little Finger
321	female	Up	6	500	k	k	1	538	Ring Finger
321	female	Up	7	950	l	l	1	488	Little Finger
321	female	Up	8	1100	j	j	1	442	Middle Finger
321	female	Up	9	1100	k	k	1	454	Ring Finger
321	female	Up	10	500	b	b	1	506	Thumb
321	female	Up	11	500	l	l	1	1132	Little Finger
321	female	Up	12	650	h	h	1	462	Index
321	female	Up	13	800	l	l	1	469	Little Finger
321	female	Up	14	500	k	k	1	528	Ring Finger
321	female	Up	15	950	b	b	1	359	Thumb
321	female	Up	16	950	l	l	1	445	Little Finger
321	female	Up	17	1100	j	j	1	465	Middle Finger
321	female	Up	18	500	b	b	1	468	Thumb
321	female	Up	19	500	h	h	1	471	Index
321	female	Up	20	950	k	k	1	321	Ring Finger
321	female	Up	21	500	j	j	1	554	Middle Finger
321	female	Up	22	1100	h	h	1	377	Index
321	female	Up	23	800	j	j	1	460	Middle Finger
321	female	Up	24	1100	b	b	1	383	Thumb
321	female	Up	25	800	j	j	1	482	Middle Finger
321	female	Up	26	1100	l	l	1	469	Little Finger
321	female	Up	27	950	h	h	1	390	Index
321	female	Up	28	500	j	j	1	468	Middle Finger
321	female	Up	29	650	l	l	1	401	Little Finger
321	female	Up	30	800	h	h	1	387	Index
321	female	Up	31	650	j	j	1	347	Middle Finger
321	female	Up	32	650	l	l	1	398	Little Finger
321	female	Up	33	650	j	j	1	350	Middle Finger
321	female	Up	34	950	h	h	1	421	Index
321	female	Up	35	650	k	k	1	427	Ring Finger
321	female	Up	36	1100	b	b	1	384	Thumb
321	female	Up	37	650	k	k	1	425	Ring Finger
321	female	Up	38	1100	h	h	1	309	Index
321	female	Up	39	950	b	b	1	436	Thumb
321	female	Up	40	1100	l	l	1	417	Little Finger
321	female	Up	41	800	h	h	1	354	Index
321	female	Up	42	950	k	k	1	432	Ring Finger
321	female	Up	43	950	j	j	1	371	Middle Finger
321	female	Up	44	650	b	b	1	452	Thumb
321	female	Up	45	1100	k	k	1	431	Ring Finger
321	female	Up	46	800	b	b	1	408	Thumb
321	female	Up	47	800	k	k	1	330	Ring Finger
321	female	Up	48	500	h	h	1	603	Index
321	female	Up	49	950	j	j	1	342	Middle Finger
321	female	Up	50	650	b	b	1	520	Thumb
